keydevid,companyid,companyname,keydeveventtypeid,announcedate,gvkey
633183595,12402610,EZconn Corporation,25,20190814,317385
633206534,59322382,Tongfang Kontafarma Holdings Limited,25,20190813,311513
633206534,430037011,Fester Global Limited,25,20190813,
633227332,20946777,"AxoGen, Inc.",25,20190814,190355
633266070,32052,"NetApp, Inc.",25,20190815,061591
633266281,105612,Raytheon Company,25,20190814,008972
633278083,236608865,"Pivotal Software, Inc.",25,20190815,033321
633278084,364332,Brookfield Asset Management Inc.,25,20190814,002369
633278084,30484742,Altera Infrastructure L.P.,25,20190814,176259
633285218,7715437,U.S. Food and Drug Administration,25,20190814,
633289134,4729603,"The Dallas Morning News, Inc.",25,20190815,
633296067,4549146,"MGA Entertainment, Inc.",25,20190815,
633296250,32052,"NetApp, Inc.",25,20190815,061591
633301188,263765,Molson Coors Beverage Company,25,20190815,003505
633310747,60414516,"2U, Inc.",25,20190815,019881
633311927,93625,CVS Health Corporation,25,20190815,007241
633351755,11130301,"China Cinda Asset Management Co., Ltd.",25,20190815,316826
633385256,370697421,"Suteng Innovation Technology Co.,LTD",25,20190816,
633385256,421844497,"Hesai Photonics Technology Co., Ltd",25,20190816,
633385353,323452,Novo Nordisk A/S,25,20190816,008020
633394434,141885706,AbbVie Inc.,25,20190816,016101
633394777,3606161,Perpetual Energy Inc.,25,20190816,152692
633404501,550597210,"Sichuan Mianzhu Norwest Phosphate Chemical Co., Ltd",25,20190808,
633412344,10902975,8Telecom International Holdings Co. Ltd.,25,20190808,270983
633413283,10902975,8Telecom International Holdings Co. Ltd.,25,20190808,270983
633476506,27792717,"ImmunoCellular Therapeutics, Ltd.",25,20190812,175013
633477455,308047,Teva Pharmaceutical Industries Limited,25,20190817,014538
633496528,165298,Huntsman Corporation,25,20190812,162401
633496528,408151202,Venator Materials LLC,25,20190812,
633510983,236296103,SKIL Infrastructure Limited,25,20190816,290478
633637319,36168196,"SAExploration Holdings, Inc.",25,20190818,018235
633641034,223583792,Input Capital Corp.,25,20190819,018388
633643489,23943463,"Rimini Street, Inc.",25,20190819,019802
633665853,115506632,"Spring News Corporation Co., Ltd.",25,20190819,
633683960,29929,Nektar Therapeutics,25,20190820,030137
633684008,551782243,Sunlands Technology Group,25,20190820,033161
633694838,252174912,"Greater New York Councils, Boy Scouts of America",25,20190819,
633720304,29096,Alphabet Inc.,25,20190820,160329
633732045,38893661,"PCI Flortech, Inc.",25,20190819,
633734872,269488,Valaris plc,25,20190516,002270
633759521,745257,Anheuser-Busch InBev SA/NV,25,20190820,241637
633764865,1543284,National Bank Trust,25,20190820,216729
633764865,302137175,O1 Group Finance LLC,25,20190820,
633765004,27713986,Hytera Communications Corporation Limited,25,20190820,297881
633776171,29870145,Sun Pharma Advanced Research Company Limited,25,20190820,284388
633777073,23247845,"ADS, Inc.",25,20190820,
633777983,215125097,Momo Inc.,25,20190523,022164
633778360,25218738,Los Angeles County,25,20190528,
633782298,294957,Par Pharmaceutical Companies Inc.,25,20190820,008333
633782298,2831467,Endo Pharmaceuticals Inc.,25,20190820,
633782298,4222360,"Par Pharmaceutical, Inc.",25,20190820,
633782298,252872298,Endo Health Solutions Inc.,25,20190820,
633785059,10332229,"Casa Systems, Inc.",25,20190716,029375
633785580,254517933,Sabre Corporation,25,20190820,019649
633788727,269924,EQT Corporation,25,20190820,004430
633791414,10332229,"Casa Systems, Inc.",25,20190820,029375
633793305,542726761,"JUUL Labs, Inc.",25,20190820,
633794902,266767,"Diebold Nixdorf, Incorporated",25,20190820,003946
633803697,269488,Valaris plc,25,20190821,002270
633824126,272220,First Merchants Corporation,25,20190613,016845
633828019,266099,"Ebix, Inc.",25,20190704,013480
633855001,114276172,Wiggins Island Coal Export Terminal Pty Ltd,25,20190820,
633875489,129626738,Economy Polymers & Chemicals,25,20190821,
633887401,319092,Perrigo Company plc,25,20190821,024782
633887544,25933,"Altice USA, Inc.",25,20190821,012485
633896183,106335,Ford Motor Company,25,20190821,004839
633896183,1022516,"Ford Motor Company of Canada, Limited",25,20190821,004838
633912262,69075501,Burford Capital Limited,25,20190821,293070
633912815,879248,The Israel Electric Corporation Limited,25,20190820,
633966017,419969,Gland Pharma Limited,25,20190821,345400
634019369,232036063,Mallinckrodt plc,25,20190605,018086
634029693,29374,Encompass Health Corporation,25,20190628,012589
634058652,124423,FedEx Corporation,25,20190822,004598
634086403,597106646,"Greenlane Holdings, Inc.",25,20190822,035009
634093401,25596521,"Hayman Capital Management, L.P.",25,20190822,
634093401,42992760,"Hayman Capital Master Fund, L.P.",25,20190822,
634093401,171194945,"Hayman Capital Offshore Partners, L.P.",25,20190822,
634093401,234710010,"Hayman Capital Partners, L.P.",25,20190822,
634106130,251951,"Astec Industries, Inc.",25,20190212,012262
634157382,36478,Allergan plc,25,20190119,027845
634206841,24568,"Align Technology, Inc.",25,20180208,141384
634230597,28921,"bluebird bio, Inc.",25,20190823,017998
634230597,3533888,Memorial Sloan Kettering Cancer Center,25,20190823,
634230597,34362820,"Third Rock Ventures, LLC",25,20190823,
634236213,309162,TC Energy Corporation,25,20190823,010671
634266975,42431568,Blue Dolphin Energy Company,25,20190823,170804
634266975,182255498,"Lazarus Energy Holdings, LLC",25,20190823,
634266975,246231516,"Lazarus Energy, Llc",25,20190823,
634305861,100231,AT&T Inc.,25,20190404,009899
634322769,7715437,U.S. Food and Drug Administration,25,20180815,
634335262,28071,Endo International plc,25,20190207,063645
634424051,32012,"Netflix, Inc.",25,20190824,147579
634448390,874714,Steel & Tube Holdings Limited,25,20190825,102270
634485878,398625,"The Goldman Sachs Group, Inc.",25,20190209,114628
634500001,380075,Taiwan Semiconductor Manufacturing Company Limited,25,20190826,201395
634501365,877263,Banco Bradesco S.A.,25,20190826,030452
634507964,317089,"Fred's, Inc.",25,20190826,012403
634599494,49588998,"Wanli Tire Co., Ltd.",25,20190826,
634641166,997111,A. O. Smith Corporation,25,20190516,
634641267,279328,"Immunomedics, Inc.",25,20181231,005902
634643035,24545059,Vanda Pharmaceuticals Inc.,25,20190306,166435
634661658,4284404,"Shawmut Woodworking & Supply, Inc.",25,20190826,
634670933,398625,"The Goldman Sachs Group, Inc.",25,20190117,114628
634673492,31973,Nestlé S.A.,25,20190821,016603
634674733,34730,Stamps.com Inc.,25,20190312,121673
634687392,225447775,"Benefytt Technologies, Inc.",25,20190311,016886
634691795,288033,"McDermott International, Inc.",25,20190105,007152
634706851,382553,Novartis AG,25,20190619,101310
634706851,2003650,"Amphastar Pharmaceuticals, Inc.",25,20190619,
634706851,5684719,"Momenta Pharmaceuticals, Inc.",25,20190619,264414
634709106,32307,NVIDIA Corporation,25,20190129,117768
634724068,10287883,"Clarus Therapeutics, Inc.",25,20190827,185946
634766430,266072486,Diamond Energy Services Lp,25,20190827,
634766490,266639642,"Helius Medical Technologies, Inc.",25,20190827,021000
634768616,402911121,Latin American Zinc S.A.P.I. de C.V.,25,20190827,
634778254,279472091,"ListReports, Inc.",25,20190827,
634797651,723372,Voip-Pal.com Inc.,25,20190828,125996
634806101,83920810,"Square, Inc.",25,20190828,026367
634813561,410120,Lenovo Group Limited,25,20190828,107225
634814669,33570440,"Ideanomics, Inc.",25,20190827,024658
634818435,8355123,Northeast Electric Development Company Limited,25,20190828,206898
634818435,30374901,"Shenyang Zhaoli High-Voltage Electric Equipment Co., Ltd.",25,20190828,
634820694,91868,"Samsung Electronics Co., Ltd.",25,20190828,104604
634839240,526429,"Eagle Bancorp, Inc.",25,20190828,111721
634839678,260032118,"Verb Technology Company, Inc.",25,20190829,021984
634841393,259981679,ClaritySpring Inc.,25,20190828,
634841393,537264492,"ClaritySpring Securities, LLC",25,20190828,
634841393,607187472,Hindenburg Research LLC,25,20190828,
634862777,254831560,Acer Therapeutics Inc.,25,20190828,032459
634892719,32052,"NetApp, Inc.",25,20190828,061591
634892751,27602218,"AmTrust Financial Services, Inc.",25,20190829,
634893746,33715,"Regeneron Pharmaceuticals, Inc.",25,20190828,023812
634893746,687130,Sanofi,25,20190828,101204
634937848,285318180,Slater & Gordon (Uk) 1 Limited,25,20190829,
634942013,3162825,Eastern Platinum Limited,25,20190829,020529
634956077,374292782,Somera Road Inc.,25,20190829,
635007272,2339223,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",25,20190829,
635038666,285544,"L Brands, Inc.",25,20190829,006733
635096841,6125891,BlueScope Steel Limited,25,20190829,252290
635167335,36478,Allergan plc,25,20190830,027845
635210391,284441,Kubota Corporation,25,20190830,006506
635211709,232335127,"LiveStyle, Inc.",25,20190830,018438
635212848,421201024,"ORHub, Inc.",25,20190830,034052
635217344,35303,Textron Inc.,25,20190830,010519
635248466,94192,ION Geophysical Corporation,25,20190831,023810
635262400,26173897,"Jersey Mike's Franchise Systems, Inc.",25,20190830,
635263328,2445979,Ratch Group Public Company Limited,25,20190830,243533
635270822,7652924,Glaston Oyj Abp,25,20190830,215540
635388884,884214,GC Rieber Shipping ASA,25,20190902,250959
635401911,404647396,BBCC Development Sdn Bhd,25,20190829,
635462671,12092098,JAKS Resources Berhad,25,20190828,209524
635536851,7960314,"APCON, Inc.",25,20190903,
635589578,138672527,"MACOM Technology Solutions Holdings, Inc.",25,20190903,187740
635589788,3103634,Champion Bear Resources Ltd.,25,20190903,105856
635590174,69062360,Chesapeake Lodging Trust,25,20190903,183963
635590174,246279126,Park Hotels & Resorts Inc.,25,20190903,027394
635598967,189395,"TSR, Inc.",25,20190903,010305
635600159,5633734,Star Media Group Berhad,25,20190903,212264
635603522,4481247,Apex Equity Holdings Berhad,25,20190903,200196
635603522,13614837,Alliance Investment Bank Berhad,25,20190903,
635603522,32340680,JF Apex Securities Berhad,25,20190903,
635603522,58218052,Mercury Securities Sdn Bhd,25,20190903,
635639997,9287245,Seacera Group Berhad,25,20190903,252999
635639997,35044439,Seacera Ceramics Sdn. Bhd.,25,20190903,
635675819,362584,"Sarepta Therapeutics, Inc.",25,20190904,064857
635691900,550597210,"Sichuan Mianzhu Norwest Phosphate Chemical Co., Ltd",25,20190904,
635695840,53307868,Canada Goose Holdings Inc.,25,20190904,030560
635711034,745257,Anheuser-Busch InBev SA/NV,25,20190904,241637
635711195,299866,"Repro Med Systems, Inc.",25,20190904,013239
635712284,1593721,"Aqua Illinois, Inc.",25,20190904,
635774877,597749607,"Covalent Collective, Inc.",25,20190904,
635828620,31063,Malaysia Steel Works (KL) Bhd.,25,20190905,271895
635835894,294957,Par Pharmaceutical Companies Inc.,25,20190905,008333
635835894,2831467,Endo Pharmaceuticals Inc.,25,20190905,
635835894,4222360,"Par Pharmaceutical, Inc.",25,20190905,
635835894,252872298,Endo Health Solutions Inc.,25,20190905,
635836334,35303,Textron Inc.,25,20190905,010519
635841841,592562611,Jiujiang Jinhu Equipment Manufacturing Company Limited,25,20190905,
635844315,53307868,Canada Goose Holdings Inc.,25,20190905,030560
635855446,251704,Archer-Daniels-Midland Company,25,20190905,001722
635874004,350748,Ocwen Financial Corporation,25,20190905,063639
635885997,5509026,Conrad Electronic SE,25,20190906,
635902996,264625,Purdue Pharma L.P.,25,20190904,
635905580,23862218,Modicare Ltd.,25,20190828,
635924837,22771276,Westpac Life Insurance Services Limited,25,20190905,
635924837,23298096,BT Funds Management Limited,25,20190905,
635941690,874480,Reckitt Benckiser Group plc,25,20190831,221858
635947073,5775100,SRE Group Limited,25,20190906,252218
635952689,9220585,Bangkok Mass Transit Authority,25,20190906,
635982809,54070696,"Cloudera, Inc.",25,20190906,031004
635990547,305729,Stewart Information Services Corporation,25,20190906,010086
635999743,553033,Weatherford International plc,25,20190906,004367
636012385,24769447,"MINDBODY, Inc.",25,20190906,023935
636012418,232036063,Mallinckrodt plc,25,20190906,018086
636022806,345779,Bausch Health Companies Inc.,25,20190906,029955
636022883,97953,Meredith Corporation,25,20190907,007260
636075437,126751161,"Nutanix, Inc.",25,20190520,026746
636085740,246180851,Epicurean Group,25,20190906,
636311727,276172365,"Babcock & Wilcox Enterprises, Inc.",25,20190909,023865
636328421,549000261,Natural Health Services Ltd.,25,20190909,
636364244,97953,Meredith Corporation,25,20190910,007260
636364749,6184168,Just Energy Group Inc.,25,20190909,143403
636366405,541092024,Mid-South Transportation Management Inc.,25,20190909,
636367049,49700730,"Vital Pharmaceuticals, Inc.",25,20190909,
636373133,97953,Meredith Corporation,25,20190910,007260
636373718,247053969,Castle Hill Holding LLC,25,20190909,
636374755,6184168,Just Energy Group Inc.,25,20190909,143403
636392738,28510,"Finjan Holdings, Inc.",25,20190909,018108
636392738,269693703,"Finjan, Inc",25,20190909,
636394246,173341,Comcast Corporation,25,20190909,003226
636394246,670469,"NBCUniversal Media, LLC",25,20190909,020942
636394246,6513407,MSNBC Cable L.L.C.,25,20190909,
636418308,393269,Westpac Banking Corporation,25,20190910,015362
636449058,32588621,"Solera Holdings, Inc.",25,20190910,177429
636451793,318115796,"IonPath, Inc.",25,20190910,
636465967,19049,Bank of America Corporation,25,20190910,007647
636480463,5775100,SRE Group Limited,25,20190910,252218
636505264,376695,Genesee & Wyoming Inc.,25,20190910,063123
636513573,23245928,"Box, Inc.",25,20190910,020088
636530406,4567986,Aimia Inc.,25,20190910,164169
636586137,831552,"Spirit Airlines, Inc.",25,20190911,185624
636623051,321905,"EZCORP, Inc.",25,20190909,024430
636624237,694500,The Cleveland Clinic Foundation,25,20190911,
636624424,590296245,Revez Corporation Ltd.,25,20190911,336495
636637373,58032758,"City of Whittier, California",25,20190911,
636643733,27349349,Ucore Rare Metals Inc.,25,20190911,166504
636644183,36769828,CPI Property Group S.A.,25,20190911,287294
636653970,223288117,"10x Genomics, Inc.",25,20190911,035640
636656564,30717115,NaturChem Inc.,25,20190911,
636662921,321244,"PDL BioPharma, Inc.",25,20190912,024878
636664067,676937,Can-Fite BioPharma Ltd.,25,20190911,291881
636664067,558716754,Univo Pharmaceuticals Ltd,25,20190911,292549
636694003,24210126,Hoe Leong Corporation Ltd.,25,20190912,274679
636698669,398246,"Kingstone Companies, Inc.",25,20190626,004485
636703038,1906420,"AVEO Pharmaceuticals, Inc.",25,20190410,184046
636718484,269924,EQT Corporation,25,20190703,004430
636718499,31197,"Mattel, Inc.",25,20190329,007116
636718577,32401,"Omnicell, Inc.",25,20190723,142956
636733172,22548461,"Teladoc Health, Inc.",25,20190115,024249
636750360,127868737,"Arcimoto, Inc.",25,20190912,032456
636761069,597106646,"Greenlane Holdings, Inc.",25,20190912,035009
636772799,29929,Nektar Therapeutics,25,20190912,030137
636774937,4593409,United Behavioral Health,25,20190912,
636792657,558559575,"Pluralsight, Inc.",25,20190913,033446
636792850,97953,Meredith Corporation,25,20190912,007260
636811447,216879819,"Aclaris Therapeutics, Inc.",25,20190912,025904
636825491,73505236,Quantum Securities Pvt. Ltd.,25,20190912,
636848177,22516995,Murray Goulburn Co-Operative Co. Limited,25,20190913,
636851409,7687756,Lerthai Group Limited,25,20190908,201191
636851409,254527376,LT Commercial Limited,25,20190908,
636860287,125070,Vectura Group plc,25,20190913,270594
636915167,34913604,"Wellstat Diagnostics, LLC",25,20190913,
636930903,93625,CVS Health Corporation,25,20190913,007241
636930918,430038858,Venator Materials PLC,25,20190913,031823
636934605,600911,"MacroGenics, Inc.",25,20190913,018658
636937998,687130,Sanofi,25,20190914,101204
636977589,24769447,"MINDBODY, Inc.",25,20190913,023935
636977633,31822,"Myriad Genetics, Inc.",25,20190820,061399
636977661,362889,Bank OZK,25,20190820,065106
637153477,7653809,Whitestone REIT,25,20190916,185453
637176240,34740,"Staples, Inc.",25,20190916,015521
637176240,255397,"Best Buy Co., Inc.",25,20190916,002184
637176240,780096,London Drugs Limited,25,20190916,
637176436,4285720,Sierra Club Corporation,25,20190916,
637176436,4317740,"Natural Resources Defense Council, Inc.",25,20190916,
637176436,270625311,"Illinois Power Resources, LLC",25,20190916,
637192096,882551,UGL Pty Limited,25,20190915,212651
637209288,874587,Eveready Industries India Limited,25,20190915,212704
637234513,527762,Cadence Bancorporation,25,20190916,
637264047,263093,DXC Technology Company,25,20190917,003336
637264065,337454005,ProPetro Holding Corp.,25,20190917,030145
637268404,107793539,Malwarebytes Inc.,25,20190917,
637269138,100231,AT&T Inc.,25,20190916,009899
637270411,5927159,Corporación Financiera de Desarrollo S.A.,25,20190916,
637270411,30746181,Minera IRL Limited,25,20190916,284663
637281517,115373285,Karyopharm Therapeutics Inc.,25,20190916,018930
637315508,398246,"Kingstone Companies, Inc.",25,20190810,004485
637315546,60414516,"2U, Inc.",25,20190809,019881
637319038,5481578,Sandoz GmbH,25,20190809,
637319038,10213534,Sandoz International GmbH,25,20190809,
637319038,25392162,Sandoz Inc.,25,20190809,010772
637325961,114897389,"Acacia Communications, Inc.",25,20190808,026722
637345009,263093,DXC Technology Company,25,20190917,003336
637360411,25915841,"ViewRay, Inc.",25,20190917,023106
637365714,275789,The Goodyear Tire & Rubber Company,25,20190917,005234
637387217,301580992,"Ollie's Bargain Outlet Holdings, Inc.",25,20190917,024076
637396076,578134665,Farfetch Limited,25,20190918,034029
637411394,8748566,"Manila Water Company, Inc.",25,20190918,272670
637483210,21766771,"Alphatec Holdings, Inc.",25,20190827,166555
637502338,225523981,"Evolent Health, Inc.",25,20190821,023818
637547189,27740966,Addiko Bank d.d.,25,20190917,
637577603,9221768,"Maynilad Water Services, Inc.",25,20190919,
637601237,240824094,National General Holdings Corp.,25,20190919,018184
637615729,25667946,SolGold Plc,25,20190919,275425
637682959,5469268,PTT Public Company Limited,25,20190919,249399
637697223,73482586,"Shenzhen Senior Technology Material Co., Ltd.",25,20190919,322956
637699874,269488,Valaris plc,25,20190904,002270
637711530,117590488,Cachet Financial Services,25,20190919,
637735100,98185698,"Slack Technologies, Inc.",25,20190920,035133
637756093,534371,BCD Resources NL,25,20190920,200677
637779434,3162825,Eastern Platinum Limited,25,20190920,020529
637825420,775032,Vista Equity Partners LLC,25,20190920,
637829854,20359185,Sathavahana Ispat Limited,25,20190920,289858
637848163,997111,A. O. Smith Corporation,25,20190822,
637848285,687130,Sanofi,25,20190828,101204
637855248,2376697,"CVS Pharmacy, Inc.",25,20190920,
637855248,58767614,"Sentry Data Systems, Inc.",25,20190920,
637861810,687130,Sanofi,25,20190920,101204
637879233,569766685,DionyMed Brands Inc.,25,20190920,034498
637909010,279328,"Immunomedics, Inc.",25,20190223,005902
637912008,526950,"Sinclair Broadcast Group, Inc.",25,20190305,060800
637912044,571928689,"Arlo Technologies, Inc.",25,20190214,033766
638035314,880128,Bezeq The Israel Telecommunication Corporation Limited,25,20190923,222070
638047997,98185698,"Slack Technologies, Inc.",25,20190923,035133
638048807,386289,NOVA Chemicals Corporation,25,20190923,008009
638055767,281063502,Ale Usa Inc.,25,20190923,
638072763,427759,Optibase Ltd.,25,20190923,119513
638085518,3133890,"Caesars Entertainment, Inc.",25,20190923,
638106027,272704165,Endocan Solutions Inc.,25,20190924,
638106772,339527141,Fortress Mining Sdn. Bhd.,25,20190923,
638118059,247589,"Abiomed, Inc.",25,20190923,013619
638127315,4932759,Univar Solutions Inc.,25,20190403,021515
638133919,2674024,"Banc of California, Inc.",25,20190923,149618
638158258,407801363,"Koei Tecmo Games Co., Ltd.",25,20190911,
638173377,337454005,ProPetro Holding Corp.,25,20190924,030145
638179864,27349349,Ucore Rare Metals Inc.,25,20190924,166504
638183891,22917470,"Shanghai Dasheng Agriculture Finance Technology Co., Ltd.",25,20190923,273435
638184128,4508790,CIL Holdings Limited,25,20190924,296602
638221745,365114,"Carrizo Oil & Gas, Inc.",25,20190925,065220
638270934,26145318,"Carbonite, Inc.",25,20190924,187434
638300615,34363050,BSG Resources Limited,25,20190925,
638320717,50238349,Advanced Wireless Network Company Limited,25,20190925,
638331930,312795578,"Match Group Holdings II, LLC",25,20190925,026381
638336417,247589,"Abiomed, Inc.",25,20190925,013619
638362847,432220968,Sundial Growers Inc.,25,20190925,035430
638372851,25393929,New York State Department Of Health,25,20190925,
638459379,11149398,"Waterfront Philippines, Incorporated",25,20190926,207847
638459892,285847473,Gate Ventures PLC,25,20190925,319362
638489968,114039,"DexCom, Inc.",25,20190823,162887
638490885,18749,"Amazon.com, Inc.",25,20190926,064768
638490952,6762591,"Tabletops Unlimited, Inc.",25,20190926,
638491005,256205731,Price f(x) AG,25,20190926,
638496877,551009282,Tencent Music Entertainment Group,25,20190926,034496
638549769,224595724,"electroCore, Inc.",25,20190927,033614
638550328,60836199,"Eurofins Viracor, Inc.",25,20190927,
638550432,243735719,"DoorDash, Inc.",25,20190926,
638553746,551072598,"The Cookware Company (USA), LLC",25,20190926,
638560989,118882367,FCO Holdings,25,20190926,
638560989,537659404,Fair Collections & Outsourcing Inc.,25,20190926,
638566411,608347723,Ruhnn Holding Limited,25,20190926,034916
638567398,82740455,"EagleView Technologies, Inc.",25,20190926,
638567682,22337418,Spin Master Corp.,25,20190926,025507
638605122,1235759,Woori Bank,25,20190927,025261
638605122,4493739,Woori America Bank,25,20190927,
638634930,31822,"Myriad Genetics, Inc.",25,20190927,061399
638646596,675577,"Overstock.com, Inc.",25,20190928,147868
638646609,384488450,Waitr Holdings Inc.,25,20190928,034439
638646614,13757558,"GTT Communications, Inc.",25,20190928,163768
638672766,36168196,"SAExploration Holdings, Inc.",25,20190927,018235
638879109,1993099,"V Technology Co., Ltd.",25,20190930,244369
639004167,116958995,"Curaleaf Holdings, Inc.",25,20190930,034353
639004267,339447,"Henry Schein, Inc.",25,20191001,061494
639004267,595071570,"Covetrus, Inc.",25,20191001,034765
639004627,542726761,"JUUL Labs, Inc.",25,20190930,
639004747,28071,Endo International plc,25,20190930,063645
639032309,526429,"Eagle Bancorp, Inc.",25,20190927,111721
639032839,377732,Volkswagen AG,25,20190930,100737
639033023,247483,Abbott Laboratories,25,20190930,001078
639040130,528092,United Microelectronics Corporation,25,20190930,209341
639043226,25392162,Sandoz Inc.,25,20191001,010772
639071679,98185698,"Slack Technologies, Inc.",25,20191001,035133
639071796,13651171,PolyMet Mining Inc.,25,20191001,
639092751,224595724,"electroCore, Inc.",25,20191001,033614
639109293,4659504,"HOIST Fitness Systems, Inc.",25,20191001,
639131926,237245858,GLOBALFOUNDRIES Inc.,25,20191001,
639136365,8081289,Raffles United Holdings Ltd,25,20191002,211750
639137594,4373805,"Lumber Liquidators Holdings, Inc.",25,20191002,178806
639173402,25064111,"Bio-Nucleonics, Inc.",25,20191002,
639173402,254074707,Q BioMed Inc.,25,20191002,022244
639203524,2840617,"Genomic Health, Inc.",25,20191002,164609
639203561,296308,"Altria Group, Inc.",25,20191003,008543
639203568,336241,Capital One Financial Corporation,25,20191003,030990
639203569,264413492,"SmileDirectClub, Inc.",25,20191003,035602
639203601,34874958,"AMC Entertainment Holdings, Inc.",25,20191002,177637
639203716,752459,Bremer Financial Corporation,25,20191002,
639204036,28805655,Money Concepts Capital Corp.,25,20191002,
639208508,391687,Citigroup Inc.,25,20191002,003243
639214969,685347,"Chugai Pharmaceutical Co., Ltd.",25,20191003,100441
639226205,434022462,Soar Labs Pte Ltd,25,20191001,
639251250,345322,University of California,25,20191002,
639252811,9287245,Seacera Group Berhad,25,20191001,252999
639258223,534040033,Quality Midwestern Holdings Inc,25,20190930,
639258493,6547420,"Davis Automotive Group, Inc.",25,20190930,
639258658,143256887,SCM Financial Overseas Limited,25,20191001,
639262458,47824852,Cash Paymaster Services (Pty) Ltd.,25,20191001,
639283297,286798,MGM Resorts International,25,20191003,014418
639283714,4372485,"United Financial Bancorp, Inc.",25,20191003,162557
639292978,21993612,"Harrow Health, Inc.",25,20191003,176636
639336003,312795578,"Match Group Holdings II, LLC",25,20191003,026381
639338793,33337140,Charter Ping An Insurance Corporation,25,20190930,
639383093,29868742,Sandoz Limited,25,20191004,
639406373,202608833,Emerita Resources Corp.,25,20191004,
639407641,138517,CafePress Inc.,25,20191004,188855
639411696,6700309,United States Department of Agriculture,25,20191004,
639415070,943806,Tutor-Saliba Corporation,25,20191004,
639428490,49093148,"Dropbox, Inc.",25,20191004,033152
639429069,144524848,"Uber Technologies, Inc.",25,20191005,035077
639431457,296308,"Altria Group, Inc.",25,20191005,008543
639431468,225523981,"Evolent Health, Inc.",25,20191005,023818
639431470,264413492,"SmileDirectClub, Inc.",25,20191005,035602
639444136,100918,Avista Corporation,25,20190814,011304
639460065,323756013,Conduent Incorporated,25,20190406,028719
639460289,332730,"Beazer Homes USA, Inc.",25,20190805,029755
639460447,281407,International Flavors & Fragrances Inc.,25,20190817,006078
639472678,319092,Perrigo Company plc,25,20190305,024782
639474756,275898,Granite Construction Incorporated,25,20190815,021429
639502341,33813,"Revlon, Inc.",25,20190710,062290
639571549,129679427,"Wesco Aircraft Holdings, Inc.",25,20191005,187714
639571557,264413492,"SmileDirectClub, Inc.",25,20191005,035602
639685726,311550226,"Huawei Technologies Co., Ltd.",25,20191007,
639692559,138549319,"AirWatch, LLC",25,20191007,
639711451,6535490,"Law School Admission Council, Inc.",25,20191007,
639767686,579370170,"LITRINIUM, Inc.",25,20191008,
639768062,4717631,Tristar Products Inc.,25,20191008,
639768065,2908038,"Sonim Technologies, Inc.",25,20191008,035104
639773044,891777,"Sam's West, Inc.",25,20191007,
639773044,4272089,"Tip Top Poultry, Inc.",25,20191007,
639773044,4295408,"E.A. Sween Company, Inc.",25,20191007,
639773044,310053622,"The Suter Company, Inc",25,20191007,
639773246,215515336,Prothena Corporation plc,25,20191007,016745
639773570,252337,ASARCO LLC,25,20191007,001789
639775927,626169080,Dodson Motorsport,25,20191007,
639791845,534203347,C2B Solutions Pty Ltd,25,20191008,
639824848,31231670,VirnetX Holding Corp,25,20191008,122175
639862140,249061912,The Chemours Company,25,20191009,022741
639863696,675577,"Overstock.com, Inc.",25,20191008,147868
639864402,4476081,Taro Pharmaceuticals Inc.,25,20191008,
639890295,875490,SBM Offshore N.V.,25,20191009,100778
639903026,22830567,Malaysia Airports Sepang Sdn Bhd,25,20191007,
639911544,10947967,Cuscapi Berhad,25,20191008,270953
639911544,247229690,Cuscapi Malaysia Sdn Bhd.,25,20191008,
639916332,263093,DXC Technology Company,25,20190131,003336
639916379,332730,"Beazer Homes USA, Inc.",25,20190626,029755
639925017,34730,Stamps.com Inc.,25,20190307,121673
639932751,34730,Stamps.com Inc.,25,20190425,121673
639935454,289194,3M Company,25,20191009,007435
639968715,140170062,Sino Energy International Holdings Group Limited,25,20191009,305487
639975795,124423,FedEx Corporation,25,20190723,004598
639978505,27349349,Ucore Rare Metals Inc.,25,20191009,166504
639979271,35303,Textron Inc.,25,20191009,010519
639981041,608347723,Ruhnn Holding Limited,25,20191009,034916
639995036,8081076,Tiger Synergy Berhad,25,20191008,247778
639995036,629787356,Safari Alliance Sdn Bhd,25,20191008,
639997249,27603970,"Natera, Inc.",25,20190326,024176
640054095,33163,"Power Integrations, Inc.",25,20191009,066032
640054095,411950,ON Semiconductor Corporation,25,20191009,134932
640054995,883073,ADF Group Inc.,25,20191009,122154
640056371,12190147,DJ Carmichael Pty Limited,25,20191010,
640056371,33253451,Spectrum Metals Limited,25,20191010,284478
640058216,622182,Moby S.p.A.,25,20191009,
640064037,10332207,"Stemline Therapeutics, Inc.",25,20190628,171022
640093717,128057414,Cantargia AB (publ),25,20191010,319450
640134488,351071,"RCI Hospitality Holdings, Inc.",25,20190531,061418
640139203,31822,"Myriad Genetics, Inc.",25,20191010,061399
640190398,29929,Nektar Therapeutics,25,20191010,030137
640200038,1434780,"Kia Motors America, Inc.",25,20191011,
640200038,4224660,"Hyundai Motor America, Inc.",25,20191011,
640206162,1303088,"RigNet, Inc.",25,20190624,185921
640206162,3574059,Inmarsat Group Holdings Limited,25,20190624,273168
640245917,331037556,Bonava AB (publ),25,20191011,321757
640268649,289194,3M Company,25,20190924,007435
640274965,2535412,"Presidio, Inc.",25,20191011,185894
